tsne_1,tsne_2,noise_level
12.860996,9.589833,0.0
-10.5766325,-6.2585106,0.0
3.5262556,-3.8862402,0.0
21.020838,-2.9860196,0.0
9.0998535,6.9008727,0.0
6.3180385,15.207115,0.0
25.656788,2.1829264,0.0
-9.161806,-1.9749626,0.0
-7.8995447,-12.289324,0.0
-10.97601,-21.625238,0.0
15.414041,0.13719888,0.0
-10.967663,-17.241827,0.0
-5.0209546,12.324941,0.0
-14.095082,-5.3068385,0.0
20.398342,15.916585,0.0
9.683209,19.55366,0.0
-17.565168,-21.279469,0.0
-8.461385,-14.467189,0.0
18.20864,-9.838802,0.0
9.173865,-5.841046,0.0
15.010046,4.059159,0.0
-5.056112,-5.4677205,0.0
3.1267269,4.5855894,0.0
-1.7413408,-2.493879,0.0
-5.430364,-10.465825,0.0
-4.9331017,-12.918041,0.0
-2.4322593,-11.405761,0.0
-22.169603,-6.627168,0.0
9.838251,2.2084723,0.0
7.7725425,4.6383114,0.0
8.043678,9.568746,0.0
7.094935,12.420288,0.0
14.388082,-5.056248,0.0
-17.20637,-9.571014,0.0
-6.6180177,18.680935,0.0
1.2730364,-3.1816905,0.0
6.677732,-15.496996,0.0
-15.277887,-16.215765,0.0
-0.2088012,0.36431357,0.0
-16.856562,8.191728,0.0
-0.56992966,15.654841,0.0
-2.5155227,-14.744275,0.0
-5.321536,-1.6564564,0.0
-10.494126,2.9020905,0.0
6.2743344,6.1500263,0.0
18.926432,11.692584,0.0
-2.2406442,1.7084588,0.0
-14.399468,-12.783732,0.0
3.1652775,-7.1698337,0.0
-0.5078628,22.741959,0.0
-11.652243,13.571821,0.0
-2.611388,-19.762627,0.0
2.5299394,-12.299576,0.0
-10.285503,-12.79413,0.0
6.2965174,-3.1922092,0.0
-4.5845118,-25.439709,0.0
-8.174793,-18.16636,0.0
6.933618,-10.278542,0.0
10.922426,-1.910711,0.0
-0.8793345,9.128641,0.0
9.727175,15.745604,0.0
5.406922,-6.229323,0.0
-9.901498,7.6227736,0.0
2.4768004,-0.9653198,0.0
21.133081,6.513253,0.0
6.815823,0.020263739,0.0
-7.96102,-5.0124044,0.0
14.320411,12.611333,0.0
4.624313,1.8199732,0.0
3.0162745,-21.399878,0.0
-20.108912,1.4973121,0.0
0.0080896085,-5.8042407,0.0
-14.778978,4.436086,0.0
12.28499,13.799745,0.0
11.892554,-10.755281,0.0
13.445567,16.892729,0.0
4.667049,19.00084,0.0
1.6931891,2.5648208,0.0
10.910629,4.3307805,0.0
0.55761635,4.829621,0.0
4.347289,8.925741,0.0
-13.561954,-21.66756,0.0
-18.376087,-4.6849475,0.0
0.29109424,-10.369746,0.0
11.753292,11.542543,0.0
-13.364282,-9.309925,0.0
-6.115985,2.5045245,0.0
-4.4135685,7.210476,0.0
12.698322,7.634611,0.0
16.17456,8.871547,0.0
-9.776018,-10.848707,0.0
-13.541493,-0.7383441,0.0
1.3231846,12.449424,0.0
16.443563,21.550886,0.0
-7.1746836,-7.1060767,0.0
-20.102213,-13.496068,0.0
25.015194,9.849238,0.0
-2.67005,-7.86396,0.0
20.669756,2.219345,0.0
-6.0496554,-15.616994,0.0
12.652383,9.950796,0.1
-10.5070715,-6.1452456,0.1
3.6282098,-3.504428,0.1
21.054642,-2.8155193,0.1
9.28464,6.891973,0.1
6.7276354,14.868098,0.1
25.685442,2.1897612,0.1
-9.160967,-1.9746312,0.1
-7.975303,-12.305644,0.1
-10.950315,-21.616276,0.1
15.419504,0.18888679,0.1
-10.939657,-17.247677,0.1
-5.0265265,12.321593,0.1
-13.960892,-5.121288,0.1
20.372284,15.91691,0.1
9.67549,19.550201,0.1
-17.628242,-21.27128,0.1
-8.464984,-14.474153,0.1
18.20873,-9.837611,0.1
9.176144,-5.8362203,0.1
15.008978,4.0589223,0.1
-4.913321,-5.1829453,0.1
3.1242342,4.6375628,0.1
-1.81682,-2.395512,0.1
-5.920351,-10.079477,0.1
-4.937491,-12.918721,0.1
-2.4298341,-11.392745,0.1
-22.323162,-6.4687076,0.1
9.364373,2.503891,0.1
7.758981,4.6198854,0.1
8.0920725,9.575248,0.1
7.155152,12.403605,0.1
14.377238,-5.06401,0.1
-17.180489,-9.459598,0.1
-6.610131,18.68147,0.1
1.3377005,-3.1015959,0.1
6.6784425,-15.498469,0.1
-15.2301235,-16.22979,0.1
-0.21106423,0.36863387,0.1
-16.787672,8.611712,0.1
-0.51019555,15.671572,0.1
-1.9248282,-14.04033,0.1
-5.2217884,-1.5322504,0.1
-10.490541,2.8673751,0.1
6.378757,6.256846,0.1
18.926134,11.690206,0.1
-2.237179,1.6916994,0.1
-14.4502,-12.725632,0.1
3.1945155,-7.2140803,0.1
-0.49559218,22.709553,0.1
-11.631176,13.562365,0.1
-2.401748,-19.696703,0.1
2.5653398,-12.229716,0.1
-10.295835,-12.805182,0.1
6.276104,-3.177016,0.1
-4.447592,-25.481857,0.1
-7.550328,-18.669827,0.1
6.9526534,-10.070026,0.1
10.889275,-1.7841048,0.1
-0.697617,8.950117,0.1
9.719314,15.679195,0.1
5.353667,-6.10526,0.1
-9.548144,7.7637005,0.1
2.357932,-0.6726205,0.1
21.084526,6.494642,0.1
6.7833905,0.07726612,0.1
-7.944196,-4.993907,0.1
14.19818,12.609409,0.1
4.6212406,1.8155911,0.1
3.0835633,-21.354765,0.1
-19.969484,1.4418762,0.1
0.15773505,-5.472489,0.1
-14.775312,4.4430437,0.1
12.482525,13.645206,0.1
11.892596,-10.7470665,0.1
13.499115,16.620718,0.1
4.6580343,19.005241,0.1
1.7215704,2.5743546,0.1
10.282934,4.472654,0.1
0.5738769,4.811145,0.1
4.5034246,8.786154,0.1
-13.5671625,-21.665308,0.1
-18.278643,-4.3520203,0.1
0.062213436,-9.822669,0.1
11.714602,11.6565485,0.1
-13.286997,-9.140384,0.1
-5.999618,2.5817668,0.1
-4.376757,7.172276,0.1
12.697464,7.7638535,0.1
16.01085,8.96839,0.1
-9.780588,-10.841362,0.1
-13.490571,-0.65405256,0.1
1.3244206,12.451974,0.1
16.452414,21.54585,0.1
-7.196152,-7.10575,0.1
-20.579042,-13.51867,0.1
24.979856,9.839442,0.1
-2.3469968,-7.3359385,0.1
20.67025,2.2250369,0.1
-5.7992115,-15.575755,0.1
12.727437,10.18376,0.2
-10.462728,-6.0670757,0.2
3.6710582,-3.3940988,0.2
21.053333,-2.7804687,0.2
9.272934,6.724479,0.2
6.8647323,14.741724,0.2
25.697721,2.1881,0.2
-9.161851,-1.9713104,0.2
-8.050722,-12.236219,0.2
-10.939032,-21.723932,0.2
15.400981,0.21980919,0.2
-11.0026045,-17.124743,0.2
-5.0335546,12.316438,0.2
-13.914274,-5.0566235,0.2
20.348429,15.904396,0.2
9.676935,19.573236,0.2
-17.668848,-21.266531,0.2
-8.527484,-14.49704,0.2
18.208536,-9.8370905,0.2
9.167755,-5.824572,0.2
15.002611,4.056932,0.2
-4.844734,-5.088367,0.2
3.1093526,4.651789,0.2
-1.8667483,-2.3448927,0.2
-6.0039363,-10.007314,0.2
-4.97786,-12.892678,0.2
-2.4211044,-11.277395,0.2
-22.384506,-6.4008155,0.2
9.194527,2.595365,0.2
7.627499,4.4822283,0.2
8.03701,9.56902,0.2
7.320442,12.404887,0.2
14.35905,-5.082791,0.2
-17.138628,-9.431628,0.2
-6.6053433,18.681341,0.2
1.3606194,-3.0664165,0.2
6.669988,-15.479821,0.2
-15.248426,-16.198723,0.2
-0.22645764,0.38949654,0.2
-16.771662,8.6864805,0.2
-0.46506202,15.652277,0.2
-1.7966535,-13.874082,0.2
-5.1720414,-1.4843361,0.2
-10.430663,2.8600848,0.2
6.4129524,6.3149905,0.2
18.928743,11.68571,0.2
-2.2796004,1.611676,0.2
-14.495205,-12.685052,0.2
3.2092078,-7.2606745,0.2
-0.4890469,22.697618,0.2
-11.624228,13.538967,0.2
-2.312679,-19.67371,0.2
2.6018686,-12.14183,0.2
-10.475431,-12.820141,0.2
6.1725025,-3.2194784,0.2
-4.321894,-25.52388,0.2
-7.4305434,-18.779253,0.2
6.9464936,-9.982002,0.2
10.869244,-1.6983093,0.2
-0.6463884,8.91169,0.2
9.740324,15.567202,0.2
5.2714257,-5.9938555,0.2
-9.481496,7.790536,0.2
2.320727,-0.569865,0.2
21.080746,6.4932175,0.2
6.7228904,0.14989369,0.2
-7.9700027,-4.946796,0.2
14.079888,12.349014,0.2
4.575577,1.7295945,0.2
3.1209185,-21.336819,0.2
-19.928713,1.4246259,0.2
0.23924014,-5.2766175,0.2
-14.764395,4.4642377,0.2
12.425248,13.42635,0.2
11.894084,-10.737832,0.2
13.534914,16.496843,0.2
4.6282578,19.033499,0.2
1.696831,2.546566,0.2
10.073087,4.5324645,0.2
0.46296445,4.7116456,0.2
4.6021814,8.692652,0.2
-13.578805,-21.532677,0.2
-18.25853,-4.3040853,0.2
0.03017531,-9.670263,0.2
11.428042,11.614986,0.2
-13.234303,-9.036031,0.2
-5.960599,2.6071925,0.2
-4.361963,7.152966,0.2
12.453697,7.8113823,0.2
15.871396,9.056493,0.2
-9.97095,-10.833092,0.2
-13.483763,-0.6347289,0.2
1.3298233,12.448977,0.2
16.45507,21.53961,0.2
-7.1089654,-7.011875,0.2
-20.704062,-13.521136,0.2
24.979427,9.847599,0.2
-2.2745044,-7.217155,0.2
20.66894,2.244322,0.2
-5.9084415,-15.351208,0.2
12.7407255,10.305687,0.3
-10.439232,-6.0264482,0.3
3.7281795,-3.3264635,0.3
21.050966,-2.7626226,0.3
9.016673,6.7117434,0.3
6.9324446,14.675685,0.3
25.70805,2.1853845,0.3
-9.174457,-1.9655682,0.3
-7.964571,-12.018813,0.3
-10.904536,-21.749725,0.3
15.403476,0.22416341,0.3
-10.889054,-17.092592,0.3
-5.0663896,12.283837,0.3
-13.885445,-5.0066,0.3
20.324434,15.897029,0.3
9.690628,19.598171,0.3
-17.727798,-21.274508,0.3
-8.669499,-14.440949,0.3
18.210918,-9.829944,0.3
9.122501,-5.8239155,0.3
14.997089,4.0612493,0.3
-4.823374,-5.012034,0.3
3.143449,4.555888,0.3
-1.9248612,-2.3337288,0.3
-6.0517154,-9.943655,0.3
-5.0627723,-12.831698,0.3
-2.377299,-11.034777,0.3
-22.409487,-6.3574433,0.3
9.107707,2.6479223,0.3
7.606457,4.4669123,0.3
8.130247,9.580257,0.3
7.354605,12.382098,0.3
14.34382,-5.1008854,0.3
-17.153349,-9.397347,0.3
-6.6002626,18.680359,0.3
1.4317293,-3.0048323,0.3
6.669885,-15.439681,0.3
-15.264622,-16.220741,0.3
-0.19975653,0.44773632,0.3
-16.762835,8.737121,0.3
-0.40478522,15.675801,0.3
-1.7248318,-13.811783,0.3
-5.150531,-1.4482154,0.3
-10.367477,2.8681138,0.3
6.30141,6.230992,0.3
18.937502,11.678195,0.3
-2.2220619,1.5571538,0.3
-14.503162,-12.691503,0.3
3.23055,-7.3209004,0.3
-0.4841541,22.689337,0.3
-11.590842,13.508066,0.3
-2.268785,-19.669601,0.3
2.6108794,-12.0948,0.3
-10.598088,-12.691908,0.3
6.0835743,-3.1767368,0.3
-4.1715875,-25.579666,0.3
-7.405541,-18.797514,0.3
6.9482985,-9.914265,0.3
10.827852,-1.614521,0.3
-0.62003136,8.872175,0.3
9.779736,15.446899,0.3
5.231892,-5.914275,0.3
-9.448398,7.8059707,0.3
2.3137972,-0.53324324,0.3
21.081507,6.490252,0.3
6.620165,0.098113455,0.3
-8.052147,-4.8592415,0.3
14.189405,12.313123,0.3
4.4631395,1.5407692,0.3
3.1616342,-21.33498,0.3
-19.902985,1.4217514,0.3
0.2798889,-5.1909065,0.3
-14.749307,4.477667,0.3
12.458186,13.377118,0.3
11.883864,-10.733479,0.3
13.542915,16.423588,0.3
4.5872602,19.092726,0.3
1.5636562,2.4947867,0.3
10.00024,4.556964,0.3
0.43534833,4.6607075,0.3
4.6907153,8.616781,0.3
-13.594289,-21.539415,0.3
-18.24114,-4.2722144,0.3
0.034236755,-9.589758,0.3
11.413504,11.70243,0.3
-13.220523,-8.984546,0.3
-5.9311643,2.617374,0.3
-4.352466,7.1253657,0.3
12.419317,7.9262238,0.3
15.80108,9.088648,0.3
-10.194402,-10.91153,0.3
-13.474007,-0.621711,0.3
1.361021,12.435898,0.3
16.45181,21.531364,0.3
-7.153573,-6.804951,0.3
-20.789246,-13.520311,0.3
25.014097,9.88459,0.3
-2.2472084,-7.164447,0.3
20.675514,2.2521286,0.3
-5.7337503,-15.312575,0.3
